,object_thumb,object_download,reference_url
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148612","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148612.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148612.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148501","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148501.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148501.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148503","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148503.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148503.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148498","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148498.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148498.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148502","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148502.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148502.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148699","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148699.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148699.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148701","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148701.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148701.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/148499","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/148499.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm148499.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/92960","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/92960.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm92960.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/92961","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/92961.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm92961.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/92962","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/92962.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm92962.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/92963","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/92963.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm92963.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93378","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93378.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93378.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93379","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93379.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93379.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93380","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93380.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93380.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93405","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93405.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93405.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93433","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93433.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93433.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93434","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93434.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93434.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93435","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93435.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93435.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93462","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93462.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93462.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93463","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93463.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93463.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93466","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93466.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93466.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93467","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93467.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93467.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93468","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93468.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93468.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93470","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93470.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93470.html"
"https://cdm16110.contentdm.oclc.org/utils/getthumbnail/collection/p16110coll6/id/93471","https://cdm16110.contentdm.oclc.org/utils/getfile/collection/p16110coll6/id/93471.pdf","https://temoshee.github.io/lmdigitalstatic2/items/cdm93471.html"
